NAME,FPL,direction,layer,bar,qcal0,qped0,tdc0ns0,tdc25ns0,tdc0ns0_t17,tdc25ns0_t17,qcal1,qped1,tdc0ns1,tdc25ns1,tdc0ns1_t17,tdc25ns1_t17,tdiff_offset,sync_offset,vscint,ediff_offset,esync_offset,att,crate0,module0,channel0,sam0,gtb0,crate1,module1,channel1,sam1,gtb1,zpos
NeuLANDPla1V-48,13,V,1,48,1,19,1168,3270,1154,3276,1,66.174522,1254,3276,1196,3283,-1.65949,-34.5545,8.19951,1.03004,0.0676702,492.081,4,2,3,5,1,4,6,13,5,1,11215
NeuLANDPla1V-49,13,V,1,49,1,10,1176,3281,1154,3276,1,66.790642,1270,3273,1196,3283,-2.4032,-34.5847,8.20117,0.982828,0.0644201,346.465,4,2,2,5,1,4,6,12,5,1,11215
NeuLANDPla2H-0,13,H,2,0,1,19,1173,3271,1173,3289,1,45,1200,3277,1121,3273,47.8532,-20.6952,8.38529,0.993088,0.0591709,350.716,2,2,11,6,1,5,2,1,7,1,11265
NeuLANDPla2H-1,13,H,2,1,1,4,1233,3284,1173,3289,1,36,1186,3272,1121,3273,47.8099,-20.3685,8.30736,0.999652,0.0603057,535.159,2,2,10,6,1,5,2,0,7,1,11265
NeuLANDPla2H-2,13,H,2,2,1,4,1184,3271,1173,3289,1,31,1222,3269,1121,3273,47.1654,-20.0966,8.31763,1.00887,0.0617105,443.134,2,2,9,6,1,5,2,15,7,1,11265
NeuLANDPla2H-3,13,H,2,3,1,54,1271,3284,1173,3289,1,41,1288,3277,1121,3273,46.9841,-20.2646,8.27033,0.993935,0.0611253,434.436,2,2,8,6,1,5,2,14,7,1,11265
NeuLANDPla2H-4,13,H,2,4,1,21,1273,3275,1212,3288,1,35,1256,3269,1121,3273,47.6791,-20.137,8.23893,1.00258,0.0613711,404.21,2,3,7,6,1,5,2,13,7,1,11265
NeuLANDPla2H-5,13,H,2,5,1,46,1300,3268,1212,3288,1,34,1259,3264,1121,3273,46.7959,-19.7083,8.17265,0.999231,0.061891,545.944,2,3,6,6,1,5,2,12,7,1,11265
NeuLANDPla2H-6,13,H,2,6,1,43,1287,3276,1212,3288,1,30,1255,3269,1121,3273,45.7112,-20.5441,8.17728,0.988926,0.0622349,504.76,2,3,5,6,1,5,2,11,7,1,11265
NeuLANDPla2H-7,13,H,2,7,1,58,1300,3275,1212,3288,1,48,1226,3266,1121,3273,46.5294,-20.8332,8.19801,0.956006,0.0634041,440.546,2,3,4,6,1,5,2,10,7,1,11265
NeuLANDPla2H-8,13,H,2,8,1,2,1288,3276,1212,3288,1,31,1231,3261,1121,3273,46.8683,-20.1752,8.16968,1.0034,0.0630187,463.564,2,3,3,6,1,5,2,9,7,1,11265
NeuLANDPla2H-9,13,H,2,9,1,2,1294,3270,1212,3288,1,60,1286,3281,1121,3273,47.6699,-19.8339,8.12985,1.01033,0.0626634,515.617,2,3,2,6,1,5,2,8,7,1,11265
NeuLANDPla2H-10,13,H,2,10,1,53,1257,3279,1212,3288,1,48,1189,3271,1157,3277,47.1855,-21.1699,8.19815,0.991303,0.0602765,542.234,2,3,1,6,1,5,3,7,7,1,11265
NeuLANDPla2H-11,13,H,2,11,1,44,1299,3269,1212,3288,1,21,1208,3273,1157,3277,46.4074,-20.6672,8.13852,0.99767,0.0631549,434.966,2,3,0,6,1,5,3,6,7,1,11265
NeuLANDPla2H-12,13,H,2,12,1,2,1227,3282,1212,3288,1,24,1182,3273,1157,3277,46.2711,-20.3236,8.1293,0.980078,0.0619799,576.84,2,3,15,6,1,5,3,5,7,1,11265
NeuLANDPla2H-13,13,H,2,13,1,33,1257,3274,1212,3288,1,30,1198,3273,1157,3277,45.8389,-20.499,8.11824,0.966151,0.0614396,564.745,2,3,14,6,1,5,3,4,7,1,11265
NeuLANDPla2H-14,13,H,2,14,1,3,1227,3280,1212,3288,1,21,1249,3279,1157,3277,47.1733,-20.4977,8.10245,1.0159,0.0627496,433.62,2,3,13,6,1,5,3,3,7,1,11265
NeuLANDPla2H-15,13,H,2,15,1,2,1267,3270,1212,3288,1,48,1283,3278,1157,3277,46.7413,-20.4417,8.11606,1.00366,0.0631398,571.296,2,3,12,6,1,5,3,2,7,1,11265
NeuLANDPla2H-16,13,H,2,16,1,3,1255,3279,1212,3288,1,36,1242,3280,1157,3277,47.5639,-20.8092,8.12377,0.988803,0.0617075,542.175,2,3,11,6,1,5,3,1,7,1,11265
NeuLANDPla2H-17,13,H,2,17,1,7,1268,3268,1212,3288,1,47,1238,3273,1157,3277,47.862,-20.5671,8.3031,1.00478,0.0640887,541.865,2,3,10,6,1,5,3,0,7,1,11265
NeuLANDPla2H-18,13,H,2,18,1,5,1250,3277,1212,3288,1,79,1279,3272,1157,3277,47.3877,-20.0484,8.12936,0.995291,0.0628001,465.21,2,3,9,6,1,5,3,15,7,1,11265
NeuLANDPla2H-19,13,H,2,19,1,5,1303,3273,1212,3288,1,24,1322,3277,1157,3277,48.6488,-20.5949,8.09528,1.0607,0.0599194,504.202,2,3,8,6,1,5,3,14,7,1,11265
NeuLANDPla2H-20,13,H,2,20,1,4,1275,3272,1177,3276,1,28,1295,3274,1157,3277,47.9613,-20.5005,8.14091,1.00755,0.0633548,559.766,2,4,7,6,1,5,3,13,7,1,11265
NeuLANDPla2H-21,13,H,2,21,1,49,1148,3280,1177,3276,1,35,1326,3275,1157,3277,49.481,-20.5352,8.16526,1.00283,0.0628695,490.545,2,4,6,6,1,5,3,12,7,1,11265
NeuLANDPla2H-22,13,H,2,22,1,2,1223,3273,1177,3276,1,37,1289,3269,1157,3277,47.8583,-20.6462,8.1429,0.983301,0.0618973,584.239,2,4,5,6,1,5,3,11,7,1,11265
NeuLANDPla2H-23,13,H,2,23,1,50,1201,3276,1177,3276,1,64,1293,3276,1157,3277,47.7552,-21.2264,8.18707,0.998719,0.0627766,492.727,2,4,4,6,1,5,3,10,7,1,11265
NeuLANDPla2H-24,13,H,2,24,1,56,1205,3270,1177,3276,1,30,1195,3269,1157,3277,46.8627,-20.6531,8.15591,1.00088,0.0635026,564.525,2,4,3,6,1,5,3,9,7,1,11265
NeuLANDPla2H-25,13,H,2,25,1,21,1159,3279,1177,3276,1,15,1296,3274,1157,3277,47.0606,-20.8579,8.22182,1.01441,0.0633687,602.25,2,4,2,6,1,5,3,8,7,1,11265
NeuLANDPla2H-26,13,H,2,26,1,2,1220,3270,1177,3276,1,26,1273,3271,1261,3277,15.5699,-5.36064,8.15907,1.01546,0.0632044,633.706,2,4,1,6,1,5,4,7,7,1,11265
NeuLANDPla2H-27,13,H,2,27,1,25,1158,3273,1177,3276,1,35,1253,3272,1261,3277,16.7222,-5.32076,8.11119,1.00604,0.0603762,604.267,2,4,0,6,1,5,4,6,7,1,11265
NeuLANDPla2H-28,13,H,2,28,1,7,1239,3274,1177,3276,1,49,1287,3266,1261,3277,16.6064,-4.82084,8.11805,1.01717,0.0621044,416.459,2,4,15,6,1,5,4,5,7,1,11265
NeuLANDPla2H-29,13,H,2,29,1,51,1143,3278,1177,3276,1,22,1275,3276,1261,3277,16.1073,-4.67586,8.14766,1.01084,0.0620319,480.753,2,4,14,6,1,5,4,4,7,1,11265
NeuLANDPla2H-30,13,H,2,30,1,8,1270,3273,1177,3276,1,3,1260,3263,1261,3277,-0.953488,3.42393,8.16802,0.986613,0.0613368,444.435,2,4,13,6,1,2,7,10,6,1,11265
NeuLANDPla2H-31,13,H,2,31,1,2,1162,3281,1177,3276,1,18,1194,3258,1261,3277,18.7189,-5.14993,8.09634,1.00902,0.0634584,564.009,2,4,12,6,1,5,4,2,7,1,11265
NeuLANDPla2H-32,13,H,2,32,1,1,1202,3279,1177,3276,1,62,1260,3275,1261,3277,16.5841,-5.51483,8.13766,1.0182,0.0616051,545.722,2,4,11,6,1,5,4,1,7,1,11265
NeuLANDPla2H-33,13,H,2,33,1,49,1147,3279,1177,3276,1,60,1297,3265,1261,3277,16.4835,-5.09481,8.08166,1.00957,0.0639218,481.804,2,4,10,6,1,5,4,0,7,1,11265
NeuLANDPla2H-34,13,H,2,34,1,4,1156,3266,1177,3276,1,23,1352,3272,1261,3277,15.6903,-4.57196,8.16207,0.999789,0.0637085,574.712,2,4,9,6,1,5,4,15,7,1,11265
NeuLANDPla2H-35,13,H,2,35,1,37,1145,3276,1177,3276,1,25,1259,3259,1261,3277,16.7453,-5.20023,8.09292,0.990141,0.0626345,460.813,2,4,8,6,1,5,4,14,7,1,11265
NeuLANDPla2H-36,13,H,2,36,1,2,1129,3282,1108,3284,1,23,1325,3277,1261,3277,15.6569,-4.39909,8.06665,0.939711,0.0606829,543.05,2,5,7,6,1,5,4,13,7,1,11265
NeuLANDPla2H-37,13,H,2,37,1,4,1271,3273,1108,3284,1,16,1252,3274,1261,3277,17.8346,-5.08106,8.10196,1.05969,0.0600403,452.864,2,5,6,6,1,5,4,12,7,1,11265
NeuLANDPla2H-38,13,H,2,38,1,3,1121,3285,1108,3284,1,30,1309,3270,1261,3277,17.7617,-6.18752,8.18851,0.988676,0.0633883,546.083,2,5,5,6,1,5,4,11,7,1,11265
NeuLANDPla2H-39,13,H,2,39,1,41,1274,3279,1108,3284,1,69,1246,3258,1261,3277,16.8535,-4.80718,8.06087,1.00141,0.0634314,460.314,2,5,4,6,1,5,4,10,7,1,11265
NeuLANDPla2H-40,13,H,2,40,1,39,1232,3284,1108,3284,1,57,1343,3271,1261,3277,16.6925,-5.63807,8.20856,1.0011,0.0623131,491.615,2,5,3,6,1,5,4,9,7,1,11265
NeuLANDPla2H-41,13,H,2,41,1,18,1260,3267,1108,3284,1,18,1238,3268,1261,3277,15.2603,-4.82506,8.24955,1.00608,0.0623355,417.051,2,5,2,6,1,5,4,8,7,1,11265
NeuLANDPla2H-42,13,H,2,42,1,4,1198,3273,1108,3284,1,36,1227,3282,1161,3279,15.5767,-5.53427,8.23741,0.997938,0.0628348,415.502,2,5,1,6,1,5,5,7,7,1,11265
NeuLANDPla2H-43,13,H,2,43,1,11,1271,3270,1108,3284,1,26,1196,3277,1161,3279,15.186,-5.42443,8.17289,0.999969,0.0632556,439.395,2,5,0,6,1,5,5,6,7,1,11265
NeuLANDPla2H-44,13,H,2,44,1,2,1221,3290,1108,3284,1,24,1230,3275,1161,3279,16.9214,-5.05717,8.20774,1.08245,0.0595819,514.373,2,5,15,6,1,5,5,5,7,1,11265
NeuLANDPla2H-45,13,H,2,45,1,2,1242,3281,1108,3284,1,71,1182,3275,1161,3279,15.1228,-4.99534,8.17306,0.940079,0.0600832,419.909,2,5,14,6,1,5,5,4,7,1,11265
NeuLANDPla2H-46,13,H,2,46,1,3,1219,3285,1108,3284,1,30,1132,3277,1161,3279,17.2588,-5.41364,8.20924,1.0165,0.0640568,498.075,2,5,13,6,1,5,5,3,7,1,11265
NeuLANDPla2H-47,13,H,2,47,1,52,1234,3273,1108,3284,1,36,1144,3267,1161,3279,16.0791,-5.81875,8.29124,1.02147,0.0617091,343.674,2,5,12,6,1,5,5,2,7,1,11265
NeuLANDPla2H-48,13,H,2,48,1,48,1219,3285,1108,3284,1,29,1130,3275,1161,3279,17.6314,-5.48348,8.2835,1.00114,0.0615974,346.678,2,5,11,6,1,5,5,1,7,1,11265
NeuLANDPla2H-49,13,H,2,49,1,2,1261,3277,1108,3284,1,27,1129,3268,1161,3279,16.8717,-5.43378,8.39111,1.00928,0.0613361,356.579,2,5,10,6,1,5,5,0,7,1,11265
NeuLANDPla3V-0,13,V,3,0,1,3,1210,3283,1141,3287,1,0,1202,3277,1108,3284,1.68143,1.79175,8.42992,1.1332,0.0611421,352.775,2,1,7,6,1,2,5,9,6,1,11315
NeuLANDPla3V-1,13,V,3,1,1,42,1183,3276,1141,3287,1,2,1262,3274,1108,3284,-0.329561,3.29281,8.28176,1.01192,0.0655903,392.535,2,1,6,6,1,2,5,8,6,1,11315
NeuLANDPla3V-2,13,V,3,2,1,2,1229,3285,1141,3287,1,5,1176,3281,1203,3287,-0.463107,3.58011,8.26386,1.01746,0.0667474,466.641,2,1,5,6,1,2,6,7,6,1,11315
NeuLANDPla3V-3,13,V,3,3,1,33,1165,3273,1141,3287,1,21,1263,3276,1203,3287,0.911217,3.65957,8.19333,1.01527,0.0655589,430.826,2,1,4,6,1,2,6,6,6,1,11315
NeuLANDPla3V-4,13,V,3,4,1,2,1195,3286,1141,3287,1,3,1225,3287,1203,3287,0.99308,3.31781,8.21369,1.00188,0.0662059,481.851,2,1,3,6,1,2,6,5,6,1,11315
NeuLANDPla3V-5,13,V,3,5,1,3,1180,3271,1141,3287,1,2,1255,3276,1203,3287,-0.0287105,2.67953,8.25102,0.976757,0.064471,448.923,2,1,2,6,1,2,6,4,6,1,11315
NeuLANDPla3V-6,13,V,3,6,1,5,1218,3283,1141,3287,1,20,1213,3280,1203,3287,0.231008,3.83572,8.15452,1.02092,0.064158,531.049,2,1,1,6,1,2,6,3,6,1,11315
NeuLANDPla3V-7,13,V,3,7,1,6,1245,3285,1141,3287,1,8,1284,3279,1203,3287,1.0499,3.27989,8.13155,1.04741,0.0661638,481.118,2,1,0,6,1,2,6,2,6,1,11315
NeuLANDPla3V-8,13,V,3,8,1,1,1157,3291,1141,3287,1,0,1251,3284,1203,3287,0.860995,3.26344,8.1849,1.00114,0.0648592,440.014,2,1,15,6,1,2,6,1,6,1,11315
NeuLANDPla3V-9,13,V,3,9,1,4,1222,3283,1141,3287,1,12,1262,3282,1203,3287,1.06351,3.01431,8.16372,1.03324,0.0640301,483.007,2,1,14,6,1,2,6,0,6,1,11315
NeuLANDPla3V-10,13,V,3,10,1,2,1165,3287,1141,3287,1,34,1189,3278,1168,3285,0.851086,3.51842,8.15557,1.02792,0.0638296,397.567,2,1,13,6,1,2,6,15,6,1,11315
NeuLANDPla3V-11,13,V,3,11,1,41,1237,3282,1141,3287,1,13,1281,3269,1168,3285,1.1985,2.97922,8.15864,1.0254,0.0631756,509.823,2,1,12,6,1,2,6,14,6,1,11315
NeuLANDPla3V-12,13,V,3,12,1,6,1174,3289,1141,3287,1,8,1193,3278,1168,3285,0.566086,2.93343,8.20731,1.02402,0.0631794,437.342,2,1,11,6,1,2,6,13,6,1,11315
NeuLANDPla3V-13,13,V,3,13,1,54,1194,3272,1141,3287,1,58,1287,3276,1168,3285,-0.265284,3.68203,8.14126,1.15801,0.0591497,516.89,2,1,10,6,1,2,6,12,6,1,11315
NeuLANDPla3V-14,13,V,3,14,1,21,1179,3284,1141,3287,1,9,1156,3276,1168,3285,0.911545,3.32627,8.14148,1.01304,0.0658243,499.999,2,1,9,6,1,2,6,11,6,1,11315
NeuLANDPla3V-15,13,V,3,15,1,7,1247,3287,1141,3287,1,3,1267,3277,1168,3285,1.01886,3.29597,8.18798,1.06352,0.0673778,509.043,2,1,8,6,1,2,6,10,6,1,11315
NeuLANDPla3V-16,13,V,3,16,1,9,1247,3279,1173,3289,1,26,1192,3274,1168,3285,-0.480221,3.32561,8.20012,1.00798,0.0651259,500.672,2,2,7,6,1,2,6,9,6,1,11315
NeuLANDPla3V-17,13,V,3,17,1,3,1253,3280,1173,3289,1,16,1278,3271,1168,3285,0.0385092,3.31423,8.19962,1.01546,0.0667143,494.212,2,2,6,6,1,2,6,8,6,1,11315
NeuLANDPla3V-18,13,V,3,18,1,2,1144,3281,1173,3289,1,2,1222,3283,1168,3285,-2.01663,3.47519,8.16281,1.00935,0.0660505,402.728,2,2,5,6,1,2,7,7,6,1,11315
NeuLANDPla3V-19,13,V,3,19,1,8,1260,3287,1173,3289,1,4,1239,3276,1168,3285,-1.39311,3.88103,8.14859,0.990707,0.0650775,538.257,2,2,4,6,1,2,7,6,6,1,11315
NeuLANDPla3V-20,13,V,3,20,1,3,1239,3282,1173,3289,1,13,1232,3277,1168,3285,0.256424,3.66128,8.11918,1.0116,0.0675251,486.48,2,2,3,6,1,2,7,5,6,1,11315
NeuLANDPla3V-21,13,V,3,21,1,22,1259,3279,1173,3289,1,46,1250,3278,1168,3285,0.168308,3.54137,8.1272,1.00442,0.0665722,429.552,2,2,2,6,1,2,7,4,6,1,11315
NeuLANDPla3V-22,13,V,3,22,1,2,1202,3283,1173,3289,1,3,1206,3283,1168,3285,-0.271373,3.52645,8.13542,0.988408,0.0658328,582.435,2,2,1,6,1,2,7,3,6,1,11315
NeuLANDPla3V-23,13,V,3,23,1,2,1261,3292,1173,3289,1,3,1201,3275,1168,3285,-0.510379,2.88246,8.19753,1.01974,0.0649706,503.433,2,2,0,6,1,2,7,2,6,1,11315
NeuLANDPla3V-24,13,V,3,24,1,49,1128,3265,1173,3289,1,20,1225,3280,1168,3285,-0.798459,3.139,8.24954,0.994956,0.0658627,517.931,2,2,15,6,1,2,7,1,6,1,11315
NeuLANDPla3V-25,13,V,3,25,1,8,1214,3288,1173,3289,1,2,1214,3279,1168,3285,-0.385693,3.45228,8.17557,1.02919,0.0625,531.654,2,2,14,6,1,2,7,0,6,1,11315
NeuLANDPla3V-26,13,V,3,26,1,2,1140,3272,1173,3289,1,41,1173,3283,1203,3287,-16.0586,11.5755,8.20831,1.00935,0.0646104,527.777,2,2,13,6,1,2,7,15,6,1,11315
NeuLANDPla3V-27,13,V,3,27,1,45,1192,3279,1173,3289,1,24,1221,3280,1203,3287,-16.5736,11.4731,8.13865,1.00066,0.0657946,464.538,2,2,12,6,1,2,7,14,6,1,11315
NeuLANDPla3V-28,13,V,3,28,1,45,1341,3265,1255,3268,1,3,1178,3281,1203,3287,-32.4841,3.52323,8.15365,1.03783,0.0619191,419.223,5,1,7,7,1,2,7,13,6,1,11315
NeuLANDPla3V-29,13,V,3,29,1,23,1261,3269,1255,3268,1,47,1226,3277,1203,3287,-32.6845,2.92805,8.18658,1.01741,0.0640713,470.074,5,1,6,7,1,2,7,12,6,1,11315
NeuLANDPla3V-30,13,V,3,30,1,26,1329,3267,1255,3268,1,71,1253,3271,1161,3279,0.399952,-12.8198,8.1781,1.0518,0.063478,499.972,5,1,5,7,1,5,5,15,7,1,11315
NeuLANDPla3V-31,13,V,3,31,1,45,1250,3270,1255,3268,1,26,1186,3275,1161,3279,0.0555108,-13.4478,8.19085,1.03479,0.0649802,514.41,5,1,4,7,1,5,5,14,7,1,11315
NeuLANDPla3V-32,13,V,3,32,1,69,1276,3265,1255,3268,1,29,1148,3273,1161,3279,0.0761599,-14.019,8.18785,1.04804,0.0662533,510.103,5,1,3,7,1,5,5,13,7,1,11315
NeuLANDPla3V-33,13,V,3,33,1,62,1269,3267,1255,3268,1,42,1232,3285,1161,3279,0.622621,-13.2216,8.16998,1.01396,0.0665182,541.549,5,1,2,7,1,5,5,12,7,1,11315
NeuLANDPla3V-34,13,V,3,34,1,23,1265,3263,1255,3268,1,70,1159,3274,1161,3279,1.18169,-13.2172,8.16384,1.0182,0.0656182,443.348,5,1,1,7,1,5,5,11,7,1,11315
NeuLANDPla3V-35,13,V,3,35,1,42,1246,3272,1255,3268,1,68,1232,3279,1161,3279,0.991342,-13.3089,8.15208,1.01441,0.065086,535.809,5,1,0,7,1,5,5,10,7,1,11315
NeuLANDPla3V-36,13,V,3,36,1,55,1311,3265,1255,3268,1,63,1225,3270,1161,3279,1.06684,-12.7635,8.08639,1.04931,0.0659336,549.095,5,1,15,7,1,5,5,9,7,1,11315
NeuLANDPla3V-37,13,V,3,37,1,71,1356,3258,1255,3268,1,76,1168,3277,1161,3279,-0.627748,-13.6504,8.16753,1.05468,0.0646244,439.703,5,1,14,7,1,5,5,8,7,1,11315
NeuLANDPla3V-38,13,V,3,38,1,20,1302,3265,1255,3268,1,68,1214,3282,1202,3280,7.65049,-16.7594,8.14047,1.01039,0.0664248,454.424,5,1,13,7,1,5,6,7,7,1,11315
NeuLANDPla3V-39,13,V,3,39,1,23,1362,3260,1255,3268,1,73,1267,3280,1202,3280,10.1224,-17.5731,8.14727,1.00671,0.0650717,398.86,5,1,12,7,1,5,6,6,7,1,11315
NeuLANDPla3V-40,13,V,3,40,1,71,1310,3260,1255,3268,1,39,1211,3275,1202,3280,9.02231,-17.3215,8.12908,1.02071,0.0671109,468.014,5,1,11,7,1,5,6,5,7,1,11315
NeuLANDPla3V-41,13,V,3,41,1,35,1359,3263,1255,3268,1,45,1260,3280,1202,3280,8.7846,-17.3499,8.18959,0.999184,0.0661702,400.941,5,1,10,7,1,5,6,4,7,1,11315
NeuLANDPla3V-42,13,V,3,42,1,25,1329,3263,1255,3268,1,55,1189,3281,1202,3280,9.00382,-16.8318,8.15555,1.0121,0.0644844,408.145,5,1,9,7,1,5,6,3,7,1,11315
NeuLANDPla3V-43,13,V,3,43,1,16,1274,3269,1255,3268,1,28,1244,3287,1202,3280,8.01915,-16.1768,8.09443,1.0042,0.0668278,502.043,5,1,8,7,1,5,6,2,7,1,11315
NeuLANDPla3V-44,13,V,3,44,1,31,1232,3267,1121,3273,1,39,1223,3277,1202,3280,-23.1545,-32.7468,8.18481,0.983304,0.0630697,325.427,5,2,7,7,1,5,6,1,7,1,11315
NeuLANDPla3V-45,13,V,3,45,1,29,1202,3273,1121,3273,1,46,1219,3277,1202,3280,-21.0395,-31.7285,8.17485,1.01862,0.0639881,444.827,5,2,6,7,1,5,6,0,7,1,11315
NeuLANDPla3V-46,13,V,3,46,1,48,1205,3265,1121,3273,1,91,1238,3278,1202,3280,-23.6658,-32.457,8.24634,1.00036,0.0658053,450.179,5,2,5,7,1,5,6,15,7,1,11315
NeuLANDPla3V-47,13,V,3,47,1,30,1243,3279,1121,3273,1,46,1278,3273,1202,3280,-21.4472,-32.9265,8.2974,1.00067,0.0629919,348.152,5,2,4,7,1,5,6,14,7,1,11315
NeuLANDPla3V-48,13,V,3,48,1,31,1206,3273,1121,3273,1,93,1215,3274,1202,3280,-22.6384,-32.2106,8.25584,1.0026,0.0670994,332.225,5,2,3,7,1,5,6,13,7,1,11315
