NAME,FPl,Layer,SubLayer,PosX,PosY,PosZ,TUCal,TUOff,TUSlw,QUCal,QUPed,TDCal,TDOff,TDSlw,QDCal,QDPed,DTCal,DTOff,TAveOff,tu_geo,tu_ch,qu_geo,qu_ch,td_geo,td_ch,qd_geo,qd_ch,Ignore
101,13,1,1,-1901.8,0,14431.3,0.0656086,0,39.763,0.041132,176.884,0.0671919,0,40.7,0.0400412,211.422,76.257,-51.3483,378.805,11,0,21,0,12,0,22,0,0
102,13,1,1,-1779.4,0,14431.3,0.0661407,0,41,0.0398724,207.432,0.0665243,0,42,0.0395029,157.684,76.3734,-392.181,381.904,11,1,21,1,12,1,22,1,0
103,13,1,1,-1657,0,14431.3,0.0657727,0,39.7,0.0387647,256.596,0.0648201,0,40.7,0.0380405,131.212,76.1388,-423.679,380.919,11,2,21,2,12,2,22,2,0
104,13,1,1,-1534.6,0,14431.3,0.0651574,0,40.7,0.0409969,293.531,0.0655715,0,39.7,0.0392339,162.483,76.6994,-154.923,379.758,11,3,21,3,12,3,22,3,0
105,13,1,1,-1412.2,0,14431.3,0.0657176,0,39.7,0.0394177,203.211,0.0652892,0,40,0.0400514,226.681,76.8467,5.22129,380.873,11,4,21,4,12,4,22,4,0
106,13,1,1,-1289.8,0,14431.3,0.0640581,0,40.7,0.0375513,247.292,0.0664147,0,39.7,0.0404083,187.314,76.5627,-397.795,381.012,11,5,21,5,12,5,22,5,0
107,13,1,1,-1167.4,0,14431.3,0.0641942,0,39.973,0.0400173,204.46,0.0655568,0,40,0.0400945,248.925,77.0949,-434.092,380.112,11,6,21,6,12,6,22,6,0
108,13,1,1,-1045,0,14431.3,0.0643705,0,40.673,0.0431021,193.919,0.0669281,0,40,0.0394879,244.704,76.1101,13.9189,379.854,11,7,21,7,12,7,22,7,0
109,13,1,1,-922.6,0,14431.3,0.0640574,0,40.09,0.0384063,244.447,0.0657783,0,40,0.0396561,213.052,75.8799,-670.239,379.28,11,8,21,8,12,8,22,8,0
110,13,1,1,-800.2,0,14431.3,0.064936,0,40.673,0.0387849,181.266,0.0654056,0,40,0.0399218,170.762,77.4803,-96.9842,380.057,11,9,21,9,12,9,22,9,0
111,13,1,1,-677.8,0,14431.3,0.0651777,0,40,0.0383656,237.985,0.0662571,0,39.4,0.0373007,176.203,77.5201,-85.0088,377.285,11,10,21,10,12,10,22,10,0
112,13,1,1,-555.4,0,14431.3,0.0647237,0,42,0.0405402,269.438,0.0661178,0,39.7,0.0397606,138.71,76.6019,-99.0804,379.036,11,11,21,11,12,11,22,11,0
113,13,1,1,-433,0,14431.3,0.0653415,0,39.7,0.0386945,245.477,0.0667787,0,40.7,0.0395094,200.153,76.9307,-529.332,378.939,11,12,21,12,12,12,22,12,0
114,13,1,1,-310.6,0,14431.3,0.0655379,0,41,0.0392615,194.313,0.0656141,0,40,0.0388946,110.417,76.928,-154.231,378.358,11,13,21,13,12,13,22,13,0
115,13,1,1,-188.2,0,14431.3,0.0643891,0,39.79,0.0401883,262.216,0.0664585,0,40.7,0.0394394,249.42,76.1677,-184.665,377.22,11,14,21,14,12,14,22,14,0
116,13,1,1,-65.8,0,14431.3,0.0637331,0,41.7,0.0391408,244.107,0.0646249,0,40.7,0.038634,119.424,76.4048,486.318,377.411,11,16,21,16,12,16,22,16,0
117,13,1,1,56.6,0,14431.3,0.0646319,0,41.79,0.039575,128.13,0.0656845,0,40.09,0.0403391,131.542,76.7046,622.765,376.933,11,17,21,17,12,17,22,17,0
118,13,1,1,179,0,14431.3,0.0635155,0,40.036,0.040188,122.077,0.0651027,0,40,0.0396818,181.514,77.0545,296.327,374.893,11,18,21,18,12,18,22,18,0
119,13,1,1,301.4,0,14431.3,0.0647842,0,42.43,0.0399652,93.3884,0.0646464,0,40.58,0.0385458,105.589,77.7806,140.912,376.744,11,19,21,19,12,19,22,19,0
120,13,1,1,423.8,0,14431.3,0.0654734,0,40,0.0389112,149.161,0.0659911,0,41,0.0400592,181.706,76.1836,643.61,379.48,11,20,21,20,12,20,22,20,0
121,13,1,1,546.2,0,14431.3,0.0646433,0,40.763,0.0375385,167.606,0.0665103,0,40.79,0.0375228,126.229,77.3338,630.62,379.377,11,21,21,21,12,21,22,21,0
122,13,1,1,668.6,0,14431.3,0.064966,0,42.673,0.038239,209.392,0.0659543,0,40,0.0371799,154.483,76.3279,605.922,378.507,11,22,21,22,12,22,22,22,0
123,13,1,1,791,0,14431.3,0.0646113,0,40.673,0.0399242,185.357,0.065316,0,40,0.0394183,152.441,77.5132,681.126,380.99,11,23,21,23,12,23,22,23,0
124,13,1,1,913.4,0,14431.3,0.0644359,0,41,0.0386121,211.836,0.0661092,0,41,0.0372322,182.283,76.5651,256.316,378.605,11,24,21,24,12,24,22,24,0
125,13,1,1,1035.8,0,14431.3,0.06494,0,40,0.0338568,165.828,0.0642354,0,40,0.0367658,106.845,77.3425,553.757,381.18,11,25,21,25,12,25,22,25,0
126,13,1,1,1158.2,0,14431.3,0.0659476,0,41.973,0.0390079,224.995,0.0667109,0,41,0.0405543,118.657,76.6168,142.789,379.657,11,26,21,26,12,26,22,26,0
127,13,1,1,1280.6,0,14431.3,0.0646164,0,39.973,0.0391224,114.724,0.0657015,0,41,0.0384817,158.869,76.9535,376.902,378.581,11,27,21,27,12,27,22,27,0
128,13,1,1,1403,0,14431.3,0.0639539,0,41,0.0394077,282.38,0.0656272,0,40,0.0423946,175.694,76.9332,517.326,380.745,11,28,21,28,12,28,22,28,0
129,13,1,1,1525.4,0,14431.3,0.0638877,0,41.09,0.0412301,153.961,0.0662816,0,41.09,0.0412497,194.053,76.7464,396.715,379.597,11,29,21,29,12,29,22,29,0
130,13,1,1,1647.8,0,14431.3,0.0643305,0,41,0.0383978,205.746,0.0647571,0,40,0.0382597,278.348,76.0879,784.427,382.075,11,30,21,30,12,30,22,30,0
201,13,1,2,-1901.8,0,14551.3,0.0646211,0,40.973,0.0391597,184.861,0.0662213,0,41,0.0381605,221.72,76.8909,-354.804,388.264,13,0,23,0,14,0,24,0,0
202,13,1,2,-1779.4,0,14551.3,0.0650706,0,40,0.0384157,192.693,0.0658604,0,41,0.0399432,159.042,76.3507,154.587,387.028,13,1,23,1,14,1,24,1,0
203,13,1,2,-1657,0,14551.3,0.0648411,0,41,0.0375375,211.387,0.0653668,0,41,0.0400768,209.476,75.8571,542.989,387.672,13,2,23,2,14,2,24,2,0
204,13,1,2,-1534.6,0,14551.3,0.0647099,0,40.973,0.040125,166.745,0.0659436,0,40,0.0392391,105.655,76.2366,-101.353,385.781,13,3,23,3,14,3,24,3,0
205,13,1,2,-1412.2,0,14551.3,0.0646312,0,40.673,0.0385125,236.594,0.0645273,0,40,0.0401136,170.442,76.2603,178.093,385.963,13,4,23,4,14,4,24,4,0
206,13,1,2,-1289.8,0,14551.3,0.065134,0,39.7,0.0404804,180.149,0.066297,0,39.1,0.0385106,113.729,76.6329,-173.012,386.669,13,5,23,5,14,5,24,5,0
207,13,1,2,-1167.4,0,14551.3,0.0652086,0,41.09,0.0374377,226.923,0.0656605,0,41.09,0.0373311,126.104,77.5206,-25.2331,386.539,13,6,23,6,14,6,24,6,0
208,13,1,2,-1045,0,14551.3,0.0657596,0,40.7,0.0381285,236.984,0.0655778,0,40.7,0.0364048,94.3356,77.2911,81.7811,385.281,13,7,23,7,14,7,24,7,0
209,13,1,2,-922.6,0,14551.3,0.0641342,0,39.973,0.038057,260.202,0.0649546,0,40.4,0.0398866,147.74,76.9548,282.991,385.578,13,8,23,8,14,8,24,8,0
210,13,1,2,-800.2,0,14551.3,0.0635628,0,39.673,0.0416565,228.011,0.0661421,0,40,0.04131,149.131,76.2718,-394.646,387.234,13,9,23,9,14,9,24,9,0
211,13,1,2,-677.8,0,14551.3,0.0656,0,40,0.0419506,265.775,0.065209,0,40,0.03622,254.975,77.2961,-41.2213,383.322,13,10,23,10,14,10,24,10,0
212,13,1,2,-555.4,0,14551.3,0.0650396,0,40,0.0426124,176.777,0.0652435,0,41,0.0406906,190.491,77.0462,-75.2254,388.133,13,11,23,11,14,11,24,11,0
213,13,1,2,-433,0,14551.3,0.0655097,0,39.673,0.0383092,155.807,0.0660831,0,41,0.0399573,214,77.0912,-29.5147,388.554,13,12,23,12,14,12,24,12,0
214,13,1,2,-310.6,0,14551.3,0.0651314,0,40.063,0.0390747,176.153,0.0650987,0,41.09,0.0391776,176.581,76.3689,-25.76,388.41,13,13,23,13,14,13,24,13,0
215,13,1,2,-188.2,0,14551.3,0.0650631,0,41.09,0.0404304,242.76,0.0657633,0,42,0.0407073,257.056,76.5096,-221.567,384.607,13,14,23,14,14,14,24,14,0
216,13,1,2,-65.8,0,14551.3,0.0645252,0,40.4,0.0392401,163.668,0.0666692,0,41,0.0409559,185.617,76.0053,-169.714,380.799,13,16,23,16,14,16,24,16,0
217,13,1,2,56.6,0,14551.3,0.0653919,0,40.973,0.0381521,128.408,0.0659672,0,40,0.0403278,175.313,76.6697,-414.545,381.186,13,17,23,17,14,17,24,17,0
218,13,1,2,179,0,14551.3,0.0659192,0,39.973,0.0396475,151.167,0.0661616,0,41,0.0390576,157.394,76.7255,-551.989,381.982,13,18,23,18,14,18,24,18,0
219,13,1,2,301.4,0,14551.3,0.0652656,0,40,0.041842,181.892,0.06611,0,40,0.0382578,199.88,76.5966,-481.703,383.285,13,19,23,19,14,19,24,19,0
220,13,1,2,423.8,0,14551.3,0.0650937,0,40,0.0404284,258.234,0.0658944,0,40,0.040024,156.276,77.3887,-437.298,384.397,13,20,23,20,14,20,24,20,0
221,13,1,2,546.2,0,14551.3,0.0650129,0,38.8,0.0397234,201.327,0.0663593,0,40,0.0411019,207.128,76.2585,-140.355,383.171,13,21,23,21,14,21,24,21,0
222,13,1,2,668.6,0,14551.3,0.0643258,0,41,0.0411902,309.474,0.0645824,0,41,0.0398599,263.555,76.3649,-49.3396,382.82,13,22,23,22,14,22,24,22,0
223,13,1,2,791,0,14551.3,0.0663639,0,41,0.0405591,220.694,0.0670594,0,40,0.040212,222.051,76.4884,-322.66,385.386,13,23,23,23,14,23,24,23,0
224,13,1,2,913.4,0,14551.3,0.0652203,0,39.973,0.0393833,211.518,0.0671608,0,39.4,0.0394545,126.715,76.396,-567.457,385.14,13,24,23,24,14,24,24,24,0
225,13,1,2,1035.8,0,14551.3,0.0648597,0,40.763,0.0399422,149.793,0.0655267,0,39.4,0.0383429,220.842,76.5166,-219.215,382.809,13,25,23,25,14,25,24,25,0
226,13,1,2,1158.2,0,14551.3,0.0650314,0,40,0.0410101,203.574,0.0648457,0,40,0.0377723,240.337,76.7221,-633.213,387.182,13,26,23,26,14,26,24,26,0
227,13,1,2,1280.6,0,14551.3,0.0637325,0,41,0.047338,187.325,0.0667966,0,40,0.0390964,210.941,76.2642,-435.756,387.221,13,27,23,27,14,27,24,27,0
228,13,1,2,1403,0,14551.3,0.0644262,0,40.973,0.041718,248.313,0.0664099,0,39.7,0.0418078,222.366,76.5087,-447.426,384.931,13,28,23,28,14,28,24,28,0
229,13,1,2,1525.4,0,14551.3,0.0667075,0,40,0.0392442,224.403,0.0657238,0,41,0.0352915,102.103,76.4754,-523.336,385.978,13,29,23,29,14,29,24,29,0
230,13,1,2,1647.8,0,14551.3,0.064416,0,40.09,0.0396316,322.737,0.0663265,0,41.1,0.0425111,195.283,76.4485,-440.595,386.212,13,30,23,30,14,30,24,30,0
301,13,2,1,-1901.8,0,15284.8,0.0645169,0,41,0.0414289,240.364,0.0650756,0,40,0.0403362,187.866,74.5339,466.003,412.965,15,0,25,0,16,0,26,0,0
302,13,2,1,-1779.4,0,15284.8,0.0653389,0,40.736,0.0399293,320.785,0.0656644,0,40,0.0377506,182.66,74.3449,-92.2778,414.568,15,1,25,1,16,1,26,1,0
303,13,2,1,-1657,0,15284.8,0.0641315,0,40.973,0.0400354,239.848,0.0671766,0,41,0.0394835,113.419,74.6466,-45.9183,411.495,15,2,25,2,16,2,26,2,0
304,13,2,1,-1534.6,0,15284.8,0.0646731,0,39.79,0.0412237,114.951,0.0658601,0,40.09,0.0402675,144.88,74.2137,296.564,413.844,15,3,25,3,16,3,26,3,0
305,13,2,1,-1412.2,0,15284.8,0.0650421,0,40.09,0.0396478,205.351,0.0658324,0,41,0.039091,200.182,75.2543,312.241,413.078,15,4,25,4,16,4,26,4,0
306,13,2,1,-1289.8,0,15284.8,0.0653136,0,40.7,0.0409915,172.901,0.06616,0,41,0.0403002,202.298,74.7159,-192.974,414.367,15,5,25,5,16,5,26,5,0
307,13,2,1,-1167.4,0,15284.8,0.0647867,0,40.79,0.0410285,233.269,0.0651372,0,39.7,0.0396999,144.941,74.4316,227.935,410.084,15,6,25,6,16,6,26,6,0
308,13,2,1,-1045,0,15284.8,0.0643228,0,40.7,0.0406274,249.261,0.0656238,0,41,0.0400697,201.477,74.7478,74.8292,413.134,15,7,25,7,16,7,26,7,0
309,13,2,1,-922.6,0,15284.8,0.0639898,0,46.063,0.0406465,203.238,0.0659202,0,40,0.0412205,131.474,74.6372,57.6963,413.349,15,8,25,8,16,8,26,8,0
310,13,2,1,-800.2,0,15284.8,0.0645503,0,40.763,0.0401533,235.812,0.0655753,0,40.7,0.0385847,197.356,74.6454,-33.0839,413.852,15,9,25,9,16,9,26,9,0
311,13,2,1,-677.8,0,15284.8,0.0646539,0,40.973,0.0392962,276.151,0.0651115,0,40,0.0407184,169.493,74.5218,45.5329,410.542,15,10,25,10,16,10,26,10,0
312,13,2,1,-555.4,0,15284.8,0.0651407,0,41,0.0391709,283.78,0.0662715,0,40,0.0385898,218.63,73.8629,-20.3934,415.145,15,11,25,11,16,11,26,11,0
313,13,2,1,-433,0,15284.8,0.064898,0,41.063,0.0393097,272.071,0.0653657,0,41,0.0381106,136.056,74.9745,30.6285,413.161,15,12,25,12,16,12,26,12,0
314,13,2,1,-310.6,0,15284.8,0.0659793,0,41,0.0381342,312.337,0.0655871,0,40,0.0386555,257.783,74.7729,85.2988,412.109,15,13,25,13,16,13,26,13,0
315,13,2,1,-188.2,0,15284.8,0.0642936,0,42.09,0.0393143,333.109,0.0654644,0,40,0.0399692,177.101,74.3672,-33.3858,411.65,15,14,25,14,16,14,26,14,0
316,13,2,1,-65.8,0,15284.8,0.0654185,0,39.673,0.039095,207.247,0.0659249,0,40.7,0.0403083,50.023,74.2689,93.6453,414.362,15,16,25,16,16,16,26,16,0
317,13,2,1,56.6,0,15284.8,0.0665613,0,41.063,0.0375375,203.519,0.0668458,0,41,0.0388355,45.6915,74.9641,-77.8557,415.32,15,17,25,17,16,17,26,17,0
318,13,2,1,179,0,15284.8,0.0646296,0,40.7,0.0393929,232.103,0.065269,0,40,0.0388774,61.2126,74.8752,-86.1301,415.789,15,18,25,18,16,18,26,18,0
319,13,2,1,301.4,0,15284.8,0.0653476,0,40.2,0.0393058,180.758,0.0656158,0,41,0.0380603,97.3977,73.9574,254.738,415.907,15,19,25,19,16,19,26,19,0
